关注要素层次,下一低分析层次,上一高层次功能及要求,功能,下一低层次功能,故障影响,严重度(S),故障模式,故障起因,发生度(O),探测度(D),预防控制措施,探测控制措施,source
Collection,Spar Junction Box,满足系统持续运行要求,Located at the top of the stbd spar: The main Medium Voltage termination point between the umbilical cable (0810) and umbilical cable connection (0360),,"1) loss of mechanical connection to electrical bus
2) Electrical fault: ground fault, phase to phase fault
3) loss of grid connectoin
4) WEC switches to islanding mode",2,Mechanical - failure to provide waterproof enclosure,Water intrusion,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Spar Junction Box,满足系统持续运行要求,Located at the top of the stbd spar: The main Medium Voltage termination point between the umbilical cable (0810) and umbilical cable connection (0360),,"1) loss of mechanical connection to electrical bus
2) Electrical fault: ground fault, phase to phase fault
3) loss of grid connectoin
4) WEC switches to islanding mode",2,Mechanical - failure to hold electrical conducts in place,Fatigue,4,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Spar Junction Box,满足系统持续运行要求,Located at the top of the stbd spar: The main Medium Voltage termination point between the umbilical cable (0810) and umbilical cable connection (0360),,"1) loss of mechanical connection to electrical bus
2) Electrical fault: ground fault, phase to phase fault
3) loss of grid connectoin
4) WEC switches to islanding mode",2,Mechanical - failure to hold electrical conductors in place,Improper installation,4,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Subsea Junction,满足系统持续运行要求,Electrical junction at sea floor between umbilical and subsea cable. Include connection to strain reliefs and archoring weight box. Similar in design to the existing WETS subsea junction box.,,"1) Cable no longer secured to junction location
2) electrical fault (0810)  - loss of grid power",2,Mechanical failure - failure to hold cable & cable splice in place,Corrosion,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Subsea Junction,满足系统持续运行要求,Electrical junction at sea floor between umbilical and subsea cable. Include connection to strain reliefs and archoring weight box. Similar in design to the existing WETS subsea junction box.,,"1) Cable no longer secured to junction location
2) electrical fault (0810)  - loss of grid power",2,Mechanical failure - failure to hold cable & cable splice in place,Water intrusion,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Subsea Junction,满足系统持续运行要求,Electrical junction at sea floor between umbilical and subsea cable. Include connection to strain reliefs and archoring weight box. Similar in design to the existing WETS subsea junction box.,,"1) Cable no longer secured to junction location
2) electrical fault (0810)  - loss of grid power",2,Mechanical failure - failure to hold cable & cable splice in place,Fatigue,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Subsea Junction,满足系统持续运行要求,Electrical junction at sea floor between umbilical and subsea cable. Include connection to strain reliefs and archoring weight box. Similar in design to the existing WETS subsea junction box.,,"1) Cable no longer secured to junction location
2) electrical fault (0810)  - loss of grid power",2,Mechanical failure - failure to hold cable & cable splice in place,Improper installation,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Subsea Junction,满足系统持续运行要求,Electrical junction at sea floor between umbilical and subsea cable. Include connection to strain reliefs and archoring weight box. Similar in design to the existing WETS subsea junction box.,,"1) Cable no longer secured to junction location
2) electrical fault (0810)  - loss of grid power",2,Electrical failure in insulation or cable splice assembly.,Corrosion,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Subsea Junction,满足系统持续运行要求,Electrical junction at sea floor between umbilical and subsea cable. Include connection to strain reliefs and archoring weight box. Similar in design to the existing WETS subsea junction box.,,"1) Cable no longer secured to junction location
2) electrical fault (0810)  - loss of grid power",2,Electrical failure in insulation or cable splice assembly.,Water intrusion,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Subsea Junction,满足系统持续运行要求,Electrical junction at sea floor between umbilical and subsea cable. Include connection to strain reliefs and archoring weight box. Similar in design to the existing WETS subsea junction box.,,"1) Cable no longer secured to junction location
2) electrical fault (0810)  - loss of grid power",2,Electrical failure in insulation or cable splice assembly.,Fatigue,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Subsea Junction,满足系统持续运行要求,Electrical junction at sea floor between umbilical and subsea cable. Include connection to strain reliefs and archoring weight box. Similar in design to the existing WETS subsea junction box.,,"1) Cable no longer secured to junction location
2) electrical fault (0810)  - loss of grid power",2,Electrical failure in insulation or cable splice assembly.,Improper installation,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Subsea cable - between junction boxes,满足系统持续运行要求,Cable between subsea junction box and WETS subsea junction box. Includes interface details for connectoin to WETS,,1) Electrical fault - grid connection breakers open,2,Electrical fault,Improper installation,6,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Subsea cable - between junction boxes,满足系统持续运行要求,Cable between subsea junction box and WETS subsea junction box. Includes interface details for connectoin to WETS,,1) Electrical fault - grid connection breakers open,2,Electrical fault,Manufacturing flaw,6,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Rope & Pulley PTO,Belt,满足系统持续运行要求,,,3.0,1,Deformation,Fatigue,4,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Belt,满足系统持续运行要求,,,3.0,1,Fracture/Separation,Wear,4,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Belt,满足系统持续运行要求,,,2.0,1,Surface Damage,Creep,5,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Pulley,满足系统持续运行要求,,,3.0,2,Deformation,Fatigue,3,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Pulley,满足系统持续运行要求,,,3.0,2,Fracture/Separation,Wear,3,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Pulley,满足系统持续运行要求,,,2.0,2,Surface Damage,Misalignment,4,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Rotary bearing unit,满足系统持续运行要求,,,3.0,2,Deformation,Fatigue,3,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Rotary bearing unit,满足系统持续运行要求,,,3.0,2,Fracture/Separation,Wear,3,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Rotary bearing unit,满足系统持续运行要求,,,2.0,2,Surface Damage,Misalignment,4,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Shaft,满足系统持续运行要求,,,3.0,2,Deformation,Fatigue,3,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Shaft,满足系统持续运行要求,,,3.0,2,Fracture/Separation,Wear,3,2,,,Zenodo/AllRopePulleyPTO
Rope & Pulley PTO,Shaft,满足系统持续运行要求,,,2.0,2,Surface Damage,Misalignment,3,2,,,Zenodo/AllRopePulleyPTO
Ball Screw PTO,Screw nut assembly,满足系统持续运行要求,,,3.0,3,Deformation,Fatigue,3,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Screw nut assembly,满足系统持续运行要求,,,3.0,3,Fracture/Separation,Wear,4,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Screw nut assembly,满足系统持续运行要求,,,2.0,3,Surface Damage,Misalignment,4,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Gear,满足系统持续运行要求,,,3.0,2,Deformation,Fatigue,3,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Gear,满足系统持续运行要求,,,3.0,2,Fracture/Separation,Wear,4,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Gear,满足系统持续运行要求,,,2.0,2,Surface Damage,Misalignment,4,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Screw and rail assembly,满足系统持续运行要求,,,3.0,2,Deformation,Fatigue,3,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Screw and rail assembly,满足系统持续运行要求,,,3.0,2,Fracture/Separation,Wear,3,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Screw and rail assembly,满足系统持续运行要求,,,2.0,2,Surface Damage,Misalignment,4,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Shaft,满足系统持续运行要求,,,3.0,2,Deformation,Fatigue,3,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Shaft,满足系统持续运行要求,,,3.0,2,Fracture/Separation,Wear,3,2,,,Zenodo/AllBallScrewPTO
Ball Screw PTO,Shaft,满足系统持续运行要求,,,2.0,2,Surface Damage,Misalignment,3,2,,,Zenodo/AllBallScrewPTO
Rack & Pinion PTO,Rotary bearing unit,满足系统持续运行要求,,,3.0,2,Deformation,Fatigue,3,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Rotary bearing unit,满足系统持续运行要求,,,3.0,2,Fracture/Separation,Wear,3,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Rotary bearing unit,满足系统持续运行要求,,,2.0,2,Surface Damage,Misalignment,4,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Gear,满足系统持续运行要求,,,3.0,2,Deformation,Fatigue,3,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Gear,满足系统持续运行要求,,,3.0,2,Fracture/Separation,Wear,4,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Gear,满足系统持续运行要求,,,2.0,2,Surface Damage,Misalignment,4,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Linear bearing unit,满足系统持续运行要求,,,3.0,2,Deformation,Fatigue,3,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Linear bearing unit,满足系统持续运行要求,,,3.0,2,Fracture/Separation,Wear,3,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Linear bearing unit,满足系统持续运行要求,,,2.0,2,Surface Damage,Misalignment,4,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Shaft,满足系统持续运行要求,,,3.0,2,Deformation,Fatigue,3,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Shaft,满足系统持续运行要求,,,3.0,2,Fracture/Separation,Wear,3,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Shaft,满足系统持续运行要求,,,2.0,2,Surface Damage,Misalignment,3,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Rail Assembly,满足系统持续运行要求,,,3.0,3,Deformation,Fatigue,3,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Rail Assembly,满足系统持续运行要求,,,3.0,3,Fracture/Separation,Wear,4,2,,,Zenodo/AllRack&PinionPTO
Rack & Pinion PTO,Rail Assembly,满足系统持续运行要求,,,2.0,3,Surface Damage,Misalignment,4,2,,,Zenodo/AllRack&PinionPTO
HYDRAULIC PTO,Hydraulic linear actuator,满足系统持续运行要求,,,,2,External Leakage,Excessive Side Load,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Hydraulic linear actuator,满足系统持续运行要求,,,,2,Internal Leakage,Seals Failure,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Hydraulic linear actuator,满足系统持续运行要求,,,,2,Spurious Position Change,Rod Corrosion,3,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Hydraulic linear actuator,满足系统持续运行要求,,,,2,Jamming,Fatigue,3,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Hydraulic linear actuator,满足系统持续运行要求,,,,2,Aeration,Contamination,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Hydraulic linear actuator,满足系统持续运行要求,,,,2,Mechanical Failure,High Pressure,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Hydraulic linear actuator,满足系统持续运行要求,,,,2,Bearing Failure,,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Valves (general),满足系统持续运行要求,,,,2,Abnormal instrument reading,Clearance/alignment failure,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
HYDRAULIC PTO,Valves (general),满足系统持续运行要求,,,,4,Delayed operation,Combined causes,4,2,,,Zenodo/ AllHydraulicPTO w Ele.Generat
